-1,업종명,업소명,주소,전화번호,위도,경도,웹페이지,가격대,메뉴,평점 ,별점1,,별점2,리뷰2,별점3,리뷰3,별점4,리뷰4,별점5,리뷰5
361,일반음식점,서해, 청주시 흥덕구 복대로 120  1층 (복대동),043-235-7573,36.627257,127.4391295,https://store.naver.com/restaurants/detail?id=17485299,20000,우럭회 광어회 우럭매운탕 해삼 전복 멍게,,,,,,,,,,,
362,일반음식점,다성왕족발보쌈, 청주시 흥덕구 신율로135번길 2 (복대동 (1층)),043-235-8208,,,,,,,,,,,,,,,,
363,일반음식점,어여와 호프, 청주시 흥덕구 풍산로 113 (복대동 (1층)),043-235-9120,,,,,,,,,,,,,,,,
364,일반음식점,차순이호프, 청주시 흥덕구 풍산로 121-1  1층 (복대동),043-236-0995,,,,,,,,,,,,,,,,
365,일반음식점,더(THE)드림푸드, 청주시 흥덕구 가경로189번길 7-20  1층 (가경동),043-236-8383,,,,,,,,,,,,,,,,
366,일반음식점,동그라미분식, 청주시 흥덕구 풍산로106번길 19-2  1층 (복대동),043-236-9290,,,,,,,,,,,,,,,,
367,일반음식점,옛날국수, 청주시 흥덕구 복대로146번길 48  1층 103호 (복대동),043-237-3222,,,,,,,,,,,,,,,,
368,일반음식점,비어락, 청주시 흥덕구 가경로149번길 1  2층 (가경동),043-237-3509,,,,,,,,,,,,,,,,
369,일반음식점,피쉬&그릴, 청주시 흥덕구 가경로 9-22 (가경동 외 1필지  102호),043-237-5075,36.616454,127.4404026,https://store.naver.com/restaurants/detail?id=33386026,19000,피쉬앤그릴 모둠오뎅탕 닭갈비두루치기 후라이드치킨,,,,,,,,,,,
370,일반음식점,진고개포차, 청주시 흥덕구 풍산로118번길 34 (복대동  (1층)),043-237-5744,,,,,,,,,,,,,,,,
371,일반음식점,1987 인생푸드, 청주시 흥덕구 신율로 87  상가동 1층 104 105호 (복대동  신라빌라),043-237-9282,,,,,,,,,,,,,,,,
372,일반음식점,바베큐파족, 청주시 흥덕구 복대로 130  1층 (복대동),043-237-9577,36.6279081,127.4390164,https://store.naver.com/restaurants/detail?id=37427556,28000,바베큐파족 바베큐꼬리 바베큐보쌈,,,,,,,,,,,
373,일반음식점,엄마밥상, 청주시 흥덕구 복대로162번길 2-5 (복대동  (1층)),043-238-0440,,,,,,,,,,,,,,,,
374,일반음식점,명가삼겹살 해장국, 청주시 흥덕구 복대로 235 (복대동),043-238-0486,,,,,,,,,,,,,,,,
375,일반음식점,소호오목점, 청주시 흥덕구 충대로 8  1층 (복대동),043-238-1868,,,,,,,,,,,,,,,,
376,일반음식점,신가향, 청주시 흥덕구 가경로149번길 27  1층 (가경동),043-238-3288,36.627461,127.4333338,https://store.naver.com/restaurants/detail?entry=plt&id=36642261&query=%EC%8B%A0%EA%B0%80%ED%96%A5,5000,옛날짜장면 짬뽕 알짬뽕 순대짬뽕밥 생등심탕수육,,,,,,,,,,,
377,일반음식점,울엄마양평해장국, 청주시 흥덕구 가경로 127 (가경동 외 2필지(1층)),043-238-4007,,,,,,,,,,,,,,,,
378,일반음식점,산마루, 청주시 흥덕구 가경로 171 (가경동  (1층)),043-238-4422,36.6298819,127.4341255,https://store.naver.com/restaurants/detail?id=1274276001,16000,치킨,,,,,,,,,,,
379,일반음식점,고집야식, 청주시 흥덕구 신율로118번길 6 (복대동),043-238-5670,,,,,,,,,,,,,,,,
380,일반음식점,송도횟집, 청주시 흥덕구 복대로 124  1층 (복대동),043-239-4785,36.6267574,127.4400108,https://store.naver.com/restaurants/detail?id=21308074,25000,송어회,,,,,,,,,,,
381,일반음식점,꿀꺽, 청주시 흥덕구 풍산로106번길 3 (복대동 (1층)),043-239-7788,,,,,,,,,,,,,,,,
382,일반음식점,박군치킨 복대, 청주시 흥덕구 복대로118번길 16  삼일아파트11동 1층 2호 (복대동),043-239-9002,,,,,,,,,,,,,,,,
383,일반음식점,머슴파전, 청주시 흥덕구 복대로 102 (복대동  세원아파트 상가 103호 104호(1층)),043-239-9992,36.625936,127.4405031,https://store.naver.com/restaurants/detail?id=38619356,12000,해물파전 동태전 머슴파전 두부김치 제육볶음,,,,,,,,,,,
384,일반음식점,(주)에스와이컴퍼니 씨에이-에프이203로스터스 충북대점, 청주시 흥덕구 내수동로 46  1 2층 (복대동),043-254-0203,,,,,,,,,,,,,,,,
385,일반음식점,다이닝룸513, 청주시 흥덕구 내수동로42번길 65  1층 (복대동),043-260-2188,,,,,,,,,,,,,,,,
386,일반음식점,청해, 청주시 흥덕구 내수동로12번길 6  1층 9호 (복대동  효성아파트상가동),043-260-2784,,,,,,,,,,,,,,,,
387,일반음식점,크레이지DCP, 청주시 흥덕구 장구봉로 139 (복대동 (1층)),043-260-5246,,,,,,,,,,,,,,,,
388,일반음식점,복지상회, 청주시 흥덕구 봉명로223번길 24  1층 (봉명동),043-260-8253,,,,,,,,,,,,,,,,
389,일반음식점,토정순대, 청주시 흥덕구 월명로 37  1층 (봉명동),043-260-8311,36.6379693,127.4510947,https://store.naver.com/restaurants/detail?id=1895537059,6000,순대국밥 선지해장국 뼈해장국 곱창볶음 막창볶음 야채순대 감자탕,,,,,,,,,,,
390,일반음식점,주식회사2, 청주시 흥덕구 봉명로 143  1층 (봉명동),043-261-7184,,,,,,,,,,,,,,,,
391,일반음식점,뚱글이네순대, 청주시 흥덕구 성봉로 233 (복대동),043-262-0123,,,,,,,,,,,,,,,,
392,일반음식점,리카페(LEE CAFE), 청주시 흥덕구 봉명로 140  1층 (봉명동),043-262-0242,,,,,,,,,,,,,,,,
393,일반음식점,청주직지해장국, 청주시 흥덕구 충대로 11  1층 (복대동),043-262-0677,,,,,,,,,,,,,,,,
394,일반음식점,팔도분식, 청주시 흥덕구 신율로 105 (복대동 (1층)),043-262-1337,,,,,,,,,,,,,,,,
395,일반음식점,엄마밥집, 청주시 흥덕구 신율로180번길 27  1층 (복대동),043-262-6178,,,,,,,,,,,,,,,,
396,일반음식점,R&B(레드앤블랙), 청주시 흥덕구 백봉로197번길 16 (봉명동  4층),043-262-6494,,,,,,,,,,,,,,,,
397,일반음식점,아싸요우, 청주시 흥덕구 봉명로227번길 12  1층 (봉명동),043-262-7771,,,,,,,,,,,,,,,,
398,일반음식점,깡소주깡호프, 청주시 흥덕구 월명로 37  2층 (봉명동),043-263-0567,,,,,,,,,,,,,,,,
399,일반음식점,깨봉네 통통삼, 청주시 흥덕구 내수동로 35  1층 (복대동),043-262-9258,,,,,,,,,,,,,,,,
400,일반음식점,비룡각, 청주시 흥덕구 성봉로 231 (복대동 (1층)),043-263-2592,,,,,,,,,,,,,,,,
401,일반음식점,이모네밥상, 청주시 흥덕구 내수동로 7  1층 (복대동),043-263-3002,,,,,,,,,,,,,,,,
402,일반음식점,선이네, 청주시 흥덕구 내수동로 16  1층 (복대동),043-263-3186,,,,,,,,,,,,,,,,
403,일반음식점,장금이파전, 청주시 흥덕구 봉명로 223 (봉명동 (1층)),043-263-3535,,,,,,,,,,,,,,,,
404,일반음식점,토시래(충북대점), 청주시 흥덕구 내수동로 41-3  1층 (복대동),043-263-7825,,,,,,,,,,,,,,,,
405,일반음식점,로충칭마라탕, 청주시 흥덕구 충대로 3-1  2층 (복대동),043-263-8088,,,,,,,,,,,,,,,,
406,일반음식점,차마루, 청주시 흥덕구 복대로 195  1층 (복대동),043-263-8787,,,,,,,,,,,,,,,,
407,일반음식점,흥덕푸드, 청주시 흥덕구 신율로 150  1층 (복대동),043-264-3390,,,,,,,,,,,,,,,,
408,일반음식점,제주뒷고기, 청주시 흥덕구 복대로 118 (복대동  (1층)),043-264-4838,,,,,,,,,,,,,,,,
409,일반음식점,동네술집, 청주시 흥덕구 봉명로 183  나동 1층 (봉명동),043-265-0671,,,,,,,,,,,,,,,,
410,일반음식점,오호봉(OH HO Bong), 청주시 흥덕구 내수동로 30-1  2층 (복대동),043-265-7875,,,,,,,,,,,,,,,,
411,일반음식점,홍등, 청주시 흥덕구 성봉로 247 (복대동 (1층)),043-265-8246,,,,,,,,,,,,,,,,
412,일반음식점,장수영양촌, 청주시 흥덕구 봉명로 113 (봉명동 (1층)),043-266-0833,,,,,,,,,,,,,,,,
413,일반음식점,해물너.찜했어, 청주시 흥덕구 신율로118번길 4  1층 (복대동),043-266-1525,,,,,,,,,,,,,,,,
414,일반음식점,정다운보리밥, 청주시 흥덕구 풍산로 110  1층 (복대동),043-266-1989,,,,,,,,,,,,,,,,
415,일반음식점,삼촌식당, 청주시 흥덕구 충대로 9 (복대동),043-266-5219,,,,,,,,,,,,,,,,
416,일반음식점,더(the)청춘족발, 청주시 흥덕구 내수동로55번길 7 (복대동 (1층)),043-266-8285,,,,,,,,,,,,,,,,
417,일반음식점,치요남(치킨과 요리의 만남), 청주시 흥덕구 봉명로177번길 46-2  1층 101호 (봉명동),043-266-6010,,,,,,,,,,,,,,,,
418,일반음식점,할매손고추만두, 청주시 흥덕구 봉명로 202-1  1층 (봉명동),043-266-8578,,,,,,,,,,,,,,,,
419,일반음식점,해피덕.옥이네, 청주시 흥덕구 신율로118번길 4 (복대동 (1층)),043-266-8987,,,,,,,,,,,,,,,,
420,일반음식점,닥치고곱창, 청주시 흥덕구 내수동로12번길 6 (복대동  효성아파트 1층 6호),043-266-9345,,,,,,,,,,,,,,,,
421,일반음식점,옥탑방오봉자충대정문점, 청주시 흥덕구 내수동로 30-1 (복대동),043-267-6937,,,,,,,,,,,,,,,,
422,일반음식점,피자샵, 청주시 흥덕구 성봉로 245  1층 (복대동),043-267-8878,,,,,,,,,,,,,,,,
423,일반음식점,씨월드피쉬활어회센타, 청주시 흥덕구 월명로 44-1  1층 (봉명동),043-268-0074,,,,,,,,,,,,,,,,
424,일반음식점,청담동말자개신점, 청주시 흥덕구 장구봉로 147 (복대동  (1층)),043-268-0338,,,,,,,,,,,,,,,,
425,일반음식점,로또치킨호프, 청주시 흥덕구 봉명로191번길 18 (봉명동 (1층)),043-268-2689,,,,,,,,,,,,,,,,
426,일반음식점,끼리, 청주시 흥덕구 봉명로191번길 3  1층 (봉명동),043-268-4672,,,,,,,,,,,,,,,,
427,일반음식점,초담전집, 청주시 흥덕구 장구봉로 145  1층 (복대동),043-268-5335,36.6246983,127.4472115,https://store.naver.com/restaurants/detail?id=35378412,10000,버섯야채전 해물파전 모듬전 동태전 동그랑땡,,,,,,,,,,,
428,일반음식점,술자리, 청주시 흥덕구 봉명로 146-1  1층 (봉명동),043-268-6789,,,,,,,,,,,,,,,,
429,일반음식점,복대개신굽네치킨, 청주시 흥덕구 신율로 117 (복대동 (1층)),043-268-9294,,,,,,,,,,,,,,,,
430,일반음식점,장충동 뚱뚱이할머니족발 보쌈.일품 추풍령 감자탕, 청주시 흥덕구 성봉로 241-1 (복대동),043-269-1259,36.6315309,127.4492963,https://store.naver.com/restaurants/detail?id=32194399,27000,족발,,,,,,,,,,,
431,일반음식점,돈까스King, 청주시 흥덕구 충대로 3  1층 (복대동),043-269-2609,36.632765,127.4505354,https://store.naver.com/restaurants/detail?id=1347254008,6000,돈까스 왕돈까스 치즈돈까스 피자돈까스 짜장돈까스,,,,,,,,,,,
432,일반음식점,미트캠프지란지교, 청주시 흥덕구 성봉로 301  1층 (복대동),043-269-3945,,,,,,,,,,,,,,,,
433,일반음식점,율푸드, 청주시 흥덕구 장구봉로 135  1층 (복대동),043-271-1357,,,,,,,,,,,,,,,,
434,일반음식점,신호탕떡볶이 & 신화야시장, 청주시 흥덕구 내수동로42번길 4 (복대동 (1층)),043-271-2789,36.6325587,127.4497676,https://store.naver.com/restaurants/detail?id=35483400,7000,호탕떡볶이 짜장떡볶이 호탕오뎅,,,,,,,,,,,
435,일반음식점,웰빙승미식당, 청주시 흥덕구 봉명로 112-3 (봉명동 (1층)),043-272-3335,,,,,,,,,,,,,,,,
436,일반음식점,야한(夜韓)동대문, 청주시 흥덕구 봉명로177번길 34 (봉명동 (1층)),043-271-8256,,,,,,,,,,,,,,,,
437,일반음식점,도시어부포차, 청주시 흥덕구 신율로90번길 30  1층 (복대동),043-272-2247,,,,,,,,,,,,,,,,
438,일반음식점,봉순이네칼국수, 청주시 흥덕구 봉명로191번길 8  1층 (봉명동),043-272-5259,,,,,,,,,,,,,,,,
439,일반음식점,동천해장국, 청주시 흥덕구 봉명로 110 (봉명동 (1층)),043-273-2383,,,,,,,,,,,,,,,,
440,일반음식점,한소담족발, 청주시 흥덕구 내수동로 16  1층 (복대동),043-273-2731,36.6332412,127.4471048,https://store.naver.com/restaurants/detail?id=267183308,28000,족발,,,,,,,,,,,
441,일반음식점,청해수산, 청주시 흥덕구 1순환로 621 (봉명동),043-273-5253,,,,,,,,,,,,,,,,
442,일반음식점,또만나실내포차, 청주시 흥덕구 월명로 44 (봉명동),043-273-5779,,,,,,,,,,,,,,,,
443,일반음식점,슈퍼파파(충북대점), 청주시 흥덕구 신율로 82  1층 (복대동),043-273-9797,36.6268305,127.4417758,https://store.naver.com/restaurants/detail?id=37267894,14900, 피자,,,,,,,,,,,
444,일반음식점,행복한국밥집, 청주시 흥덕구 장구봉로137번길 4  1층 (복대동),043-274-2929,,,,,,,,,,,,,,,,
445,일반음식점,나! 배고파요, 청주시 흥덕구 내수동로 67 (복대동  (1층)),043-274-6177,36.6328598,127.4527102,https://store.naver.com/restaurants/detail?id=1821736508,5000,순대국밥 김치찌개 만두국 제육덮밥 오므라이스 돈까스,,,,,,,,,,,
446,일반음식점,59쌀피자, 청주시 흥덕구 복대로 149  사동 101호 (복대동  덕일아파트),043-275-0341,,,,,,,,,,,,,,,,
447,일반음식점,로충칭마라탕(서문점), 청주시 흥덕구 성봉로237번길 1  1층 (복대동),043-276-2345,,,,,,,,,,,,,,,,
448,일반음식점,다경한식뷔페, 청주시 흥덕구 충대로13번길 58  1층 (복대동),043-276-2560,36.6337816,127.4476221,https://store.naver.com/restaurants/detail?entry=plt&id=1052278927&query=%EB%8B%A4%EA%B2%BD%ED%95%9C%EC%8B%9D%EB%B7%94%ED%8E%98,7000,한식뷔페,,,,,,,,,,,
449,일반음식점,박군치킨 충북대점, 청주시 흥덕구 성봉로 231  1층 (복대동),043-276-4800,,,,,,,,,,,,,,,,
450,일반음식점,서원닭갈비, 청주시 흥덕구 봉명로241번길 23  1층 (봉명동),043-277-1912,,,,,,,,,,,,,,,,
451,일반음식점,이가네전집, 청주시 흥덕구 내수동로42번길 19 (복대동 (1층)),043-277-2003,36.6319223,127.4495009,https://store.naver.com/restaurants/detail?id=32194768,8000,김치전 부추전 해물파전 채썬호박전 감자전,,,,,,,,,,,
452,일반음식점,추억에포장마차, 청주시 흥덕구 성봉로237번길 1  1층 (복대동),043-278-0070,,,,,,,,,,,,,,,,
453,일반음식점,레몬커피, 청주시 흥덕구 충대로 9  1층 2호 (복대동),043-284-8857,,,,,,,,,,,,,,,,
454,일반음식점,문S 파스타, 청주시 흥덕구 신율로103번길 18  1층 (복대동),043-287-2234,,,,,,,,,,,,,,,,
455,일반음식점,너바나, 청주시 흥덕구 내수동로 61 (복대동 (1층)),043-291-5677,,,,,,,,,,,,,,,,
456,일반음식점,돈사랑.혜화동돈까스, 청주시 흥덕구 신율로180번길 21  1층 일부호 (복대동),043-904-1685,,,,,,,,,,,,,,,,
457,일반음식점,엄니칼국수.보리밥, 청주시 흥덕구 내수동로 21  B동 1층 (복대동),043-905-0888,36.6332338,127.4478418,https://store.naver.com/restaurants/detail?id=1319655762,6000,칼국수 칼만두 보리밥 파전 삼계탕 닭볶음탕,,,,,,,,,,,
458,일반음식점,캠토청주충북대점, 청주시 흥덕구 내수동로34번길 4  1층 (복대동),070-8811-1217,36.6325817,127.4488919,https://store.naver.com/restaurants/detail?id=1860739164,3500,로얄갈비/로얄감자토스트 참숯불고기토스트 햄치즈토스트 감자토스트,,,,,,,,,,,
459,일반음식점,교촌치킨, 청주시 흥덕구 충대로 5  1층 (복대동),073-273-9989,,,,,,,,,,,,,,,,
460,일반음식점,로드킹, 청주시 서원구 1순환로672번길 6  2층 (사창동),,,,,,,,,,,,,,,,,
461,일반음식점,회색집, 청주시 서원구 1순환로694번길 12 (사창동),,,,,,,,,,,,,,,,,
462,일반음식점,문화주택, 청주시 서원구 1순환로672번길 31  1층 (사창동),,,,,,,,,,,,,,,,,
463,일반음식점,모모로, 청주시 서원구 1순환로672번길 25  2층 (사창동),,,,,,,,,,,,,,,,,
464,일반음식점,다사랑치킨호프, 청주시 서원구 신율로53번길 53  1층 (개신동),,,,,,,,,,,,,,,,,
465,일반음식점,뉴욕바닷가재, 청주시 서원구 1순환로 715  1층 (사창동),,36.6298839,127.4600656,https://store.naver.com/restaurants/detail?id=17341920,50000,바닷가재칠리구이 바닷가재전골 대구탕 광어초밥 회덮밥,,,,,,,,,,,
466,일반음식점,위(Oui), 청주시 서원구 내수동로114번길 26 (사창동 (지하1층)),,,,,,,,,,,,,,,,,
467,일반음식점,서래갈매기, 청주시 서원구 내수동로108번길 23  1층 (사창동),,36.6327156,127.4564889,https://store.naver.com/restaurants/detail?entry=plt&id=21125152&query=%EC%84%9C%EB%9E%98%EA%B0%88%EB%A7%A4%EA%B8%B0%20%EC%B6%A9%EB%B6%81%EB%8C%80%EC%A0%90,14000,갈매기살 항아리삼겹살 서래왕갈비,,,,,,,,,,,
468,일반음식점,오듀오(O:duo), 청주시 서원구 1순환로672번길 50 (사창동 (2층)),,,,,,,,,,,,,,,,,
469,일반음식점,라면국물편의점포차(충북대점), 청주시 서원구 1순환로704번길 78  2층 (사창동),,,,,,,,,,,,,,,,,
470,일반음식점,용구비어, 청주시 서원구 신율로 49 (개신동 번지  108호),,,,,,,,,,,,,,,,,
471,일반음식점,대길식당, 청주시 서원구 창신로 34-1 (사창동 (1층)),,,,,,,,,,,,,,,,,
472,일반음식점,장군집, 청주시 서원구 성봉로220번길 156  1동 1층 (개신동),,36.6201071,127.4516778,https://store.naver.com/restaurants/detail?entry=plt&id=12806187&query=%EC%9E%A5%EA%B5%B0%EC%A7%91,15000,껍데기 갈매기살 막창,,,,,,,,,,,
473,일반음식점,미소분식, 청주시 서원구 신율로 57 (개신동 (1층)),,,,,,,,,,,,,,,,,
474,일반음식점,설레임, 청주시 서원구 신율로53번길 58 (개신동 (1층)),,,,,,,,,,,,,,,,,
475,일반음식점,옆집 충대점, 청주시 서원구 내수동로108번길 23  2층 (사창동),,,,,,,,,,,,,,,,,
476,일반음식점,뻘건집, 청주시 서원구 내수동로114번길 42  1층 (사창동),,,,,,,,,,,,,,,,,
477,일반음식점,장미맨숀, 청주시 서원구 내수동로114번길 41  1층 (사창동),,,,,,,,,,,,,,,,,
478,일반음식점,오꾸꼬, 청주시 서원구 창직로 17-2 (사창동 (1층)),,36.6309431,127.4615151,https://store.naver.com/restaurants/detail?id=21378245,11000,치킨,,,,,,,,,,,
479,일반음식점,청송식당, 청주시 서원구 모충로 153 (사직동 (1층)),,,,,,,,,,,,,,,,,
480,일반음식점,코소쿠식당, 청주시 서원구 1순환로674번길 66  1층 (사창동),,,,,,,,,,,,,,,,,
